"Control_1" "Control_2" "ToxA_1" "ToxA_2" "ToxB_1" "ToxB_2"
"HGLibB_40131" 0 1 0 0 1 0
"HGLibB_40132" 0 2 0 2 1 2
"HGLibB_40133" 0 0 8 9 4 4
"HGLibB_40134" 14 2 0 0 0 1
"HGLibB_40135" 13 2 0 0 1 1
"HGLibB_40136" 0 0 11 6 0 0
"HGLibB_40137" 0 10 0 0 0 1
"HGLibB_40138" 0 0 1 0 0 0
"HGLibB_40139" 0 2 0 0 0 0
"HGLibB_40140" 4 0 0 0 0 0
"HGLibB_40141" 0 2 0 0 0 1
"HGLibB_40142" 1 0 0 0 0 0
"HGLibB_40143" 0 0 0 0 0 0
"HGLibB_40144" 2 7 0 0 0 0
"HGLibB_40145" 0 0 0 0 0 0
"HGLibB_40146" 0 13 9 13 9 3
"HGLibB_40147" 3 0 0 0 0 0
"HGLibB_40148" 4 1 0 0 0 0
"HGLibB_40149" 0 0 0 0 0 0
"HGLibB_40150" 0 0 0 0 0 0
"HGLibB_40151" 0 0 0 0 0 0
"HGLibB_40152" 0 1 0 0 0 0
"HGLibB_40153" 0 0 0 0 0 0
"HGLibB_40154" 0 2 0 0 0 0
"HGLibB_40155" 3 1 0 0 4 6
"HGLibB_40156" 6 3 1 0 3 4
"HGLibB_40157" 4 34 1 2 955 940
"HGLibB_40158" 1 20 2 0 3 1
"HGLibB_40159" 5 1 0 3 1 0
"HGLibB_40160" 11 25 1 0 0 0
"HGLibB_40161" 5 0 0 0 0 0
"HGLibB_40162" 10 5 0 2 1 1
"HGLibB_40163" 1 13 2 0 0 0
"HGLibB_40164" 0 3 0 0 0 0
"HGLibB_40165" 0 0 1 0 0 0
"HGLibB_40166" 2 9 0 1 0 0
"HGLibB_40167" 0 0 0 6 1 0
"HGLibB_40168" 7 3 0 0 0 0
"HGLibB_40169" 11 6 0 1 0 3
"HGLibB_40170" 0 3 0 0 0 0
"HGLibB_40171" 6 1 0 2 3 1
"HGLibB_40172" 2 4 0 0 0 0
"HGLibB_40173" 0 7 25 14 11 12
"HGLibB_40174" 2 8 0 0 0 0
"HGLibB_40175" 0 0 0 0 0 0
"HGLibB_40176" 1 0 0 0 0 0
"HGLibB_40177" 0 0 0 0 0 0
"HGLibB_40178" 0 0 3 0 0 0
"HGLibB_40179" 0 7 0 0 0 0
"HGLibB_40180" 7 0 0 7 0 0
"HGLibB_40181" 8 0 0 0 0 0
"HGLibB_40182" 14 0 0 0 0 0
"HGLibB_40183" 4 0 0 0 0 0
"HGLibB_40184" 0 0 0 0 0 0
"HGLibB_40185" 0 1 0 0 2 1
"HGLibB_40186" 1 4 0 0 0 0
"HGLibB_40187" 0 0 0 0 0 0
"HGLibB_40188" 2 3 0 0 0 0
"HGLibB_40189" 4 0 1 0 0 0
"HGLibB_40190" 3 1 0 1 1 1
"HGLibB_40191" 5 1 0 1 0 3
"HGLibB_40192" 2 2 0 1 2 2
"HGLibB_40193" 1 0 0 7 0 0
"HGLibB_40194" 1 0 0 0 2 0
"HGLibB_40195" 4 0 0 0 0 0
"HGLibB_40196" 0 5 0 0 0 0
"HGLibB_40197" 0 18 0 1 0 1
"HGLibB_40198" 0 0 0 4 5 4
"HGLibB_40199" 1 0 0 0 0 0
"HGLibB_40200" 0 8 1 0 1 0
"HGLibB_40201" 0 0 0 0 0 0
"HGLibB_40202" 7 7 0 0 0 0
"HGLibB_40203" 2 14 43 34 0 1
"HGLibB_40204" 0 1 0 0 0 0
"HGLibB_40205" 0 0 0 0 0 0
"HGLibB_40206" 3 2 0 0 0 0
"HGLibB_40207" 1 4 0 0 1 4
"HGLibB_40208" 6 1 0 0 0 0
"HGLibB_40209" 0 0 0 0 2 2
"HGLibB_40210" 0 0 0 0 0 0
"HGLibB_40211" 0 0 14 18 0 3
"HGLibB_40212" 60 9 35 37 13 16
"HGLibB_40213" 5 4 0 7 0 0
"HGLibB_40214" 2 5 4 3 0 1
"HGLibB_40215" 1 7 0 0 0 0
"HGLibB_40216" 0 5 0 0 0 0
"HGLibB_40217" 0 0 0 0 0 0
"HGLibB_40218" 0 3 0 0 0 0
"HGLibB_40219" 0 0 0 0 0 0
"HGLibB_40220" 8 1 0 7 1 1
"HGLibB_40221" 0 0 0 0 0 0
"HGLibB_40222" 3 2 0 0 0 0
"HGLibB_40223" 1 4 3 2 0 0
"HGLibB_40224" 1 0 0 0 0 0
"HGLibB_40225" 1 2 1 0 0 0
"HGLibB_40226" 2 0 0 0 2 1
"HGLibB_40227" 0 0 0 0 0 0
"HGLibB_40228" 0 3 0 5 0 0
"HGLibB_40229" 28 1 0 0 0 0
"HGLibB_40230" 0 2 0 0 0 0
"HGLibB_40231" 1 0 0 0 0 0
"HGLibB_40232" 7 9 0 0 0 0
"HGLibB_40233" 0 0 0 0 0 0
"HGLibB_40234" 7 2 0 0 0 0
"HGLibB_40235" 1 7 0 5 4 2
"HGLibB_40236" 0 17 0 0 0 0
"HGLibB_40237" 6 10 0 0 1 0
"HGLibB_40238" 0 0 0 0 0 0
"HGLibB_40239" 0 0 0 0 0 0
"HGLibB_40240" 0 1 0 2 0 3
"HGLibB_40241" 5 2 0 0 0 0
"HGLibB_40242" 0 0 0 0 0 0
"HGLibB_40243" 0 0 0 0 0 0
"HGLibB_40244" 0 0 2 1 0 0
"HGLibB_40245" 1 0 0 1 0 0
"HGLibB_40246" 0 0 0 0 0 0
"HGLibB_40247" 3 0 0 1 2 2
"HGLibB_40248" 6 4 0 2 0 0
"HGLibB_40249" 12 8 0 0 0 0
"HGLibB_40250" 0 1 8 4 0 0
"HGLibB_40251" 4 0 0 0 0 0
"HGLibB_40252" 0 0 0 0 0 0
"HGLibB_40253" 0 0 0 0 0 0
"HGLibB_40254" 0 0 0 0 0 0
"HGLibB_40255" 6 6 0 0 0 0
"HGLibB_40256" 0 0 0 0 0 0
"HGLibB_40257" 0 0 0 0 0 0
"HGLibB_40258" 0 0 0 0 0 0
"HGLibB_40259" 1 10 0 0 0 0
"HGLibB_40260" 7 2 1 0 1 1
"HGLibB_40261" 2 1 0 0 0 0
"HGLibB_40262" 24 3 2 0 4 7
"HGLibB_40263" 0 2 0 0 0 0
"HGLibB_40264" 12 0 0 0 0 0
"HGLibB_40265" 6 15 86 49 11 8
"HGLibB_40266" 5 12 0 2 3 1
"HGLibB_40267" 1 2 0 0 0 0
"HGLibB_40268" 0 0 0 0 0 0
"HGLibB_40269" 0 4 0 0 1 0
"HGLibB_40270" 5 36 0 0 0 0
"HGLibB_40271" 12 8 8 1 1 0
"HGLibB_40272" 11 0 6 6 0 0
"HGLibB_40273" 0 0 0 2 0 0
"HGLibB_40274" 0 0 0 0 0 0
"HGLibB_40275" 2 1 15 12 3 0
"HGLibB_40276" 1 0 0 0 0 1
"HGLibB_40277" 4 2 0 0 0 0
"HGLibB_40278" 4 16 0 0 0 0
"HGLibB_40279" 31 5 0 0 0 0
"HGLibB_40280" 0 1 2 1 2 2
"HGLibB_40281" 0 0 0 0 0 0
"HGLibB_40282" 0 6 0 0 0 0
"HGLibB_40283" 0 4 0 1 3 0
"HGLibB_40284" 0 0 0 0 0 0
"HGLibB_40285" 1 19 0 0 0 0
"HGLibB_40286" 0 3 0 0 0 0
"HGLibB_40287" 0 1 0 0 0 0
"HGLibB_40288" 5 1 0 0 0 0
"HGLibB_40289" 0 1 0 0 0 0
"HGLibB_40290" 34 6 1 2 1 1
"HGLibB_40291" 0 0 13 11 0 0
"HGLibB_40292" 2 0 0 0 0 0
"HGLibB_40293" 1 1 0 0 0 0
"HGLibB_40294" 0 4 0 0 0 0
"HGLibB_40295" 1 2 1 1 1 3
"HGLibB_40296" 1 0 0 0 0 0
"HGLibB_40297" 3 0 0 0 0 0
"HGLibB_40298" 1 14 2 2 3 4
"HGLibB_40299" 30 1 1 2 0 0
"HGLibB_40300" 0 0 0 0 0 0
"HGLibB_40301" 2 1 0 0 0 0
"HGLibB_40302" 7 4 0 0 0 0
"HGLibB_40303" 0 1 0 0 0 0
"HGLibB_40304" 2 16 88 66 1 0
"HGLibB_40305" 0 13 0 0 0 0
"HGLibB_40306" 11 1 0 0 0 0
"HGLibB_40307" 1 0 0 0 0 0
"HGLibB_40308" 0 0 0 0 0 0
"HGLibB_40309" 0 0 0 0 0 0
"HGLibB_40310" 0 2 0 0 0 0
"HGLibB_40311" 0 0 0 0 0 0
"HGLibB_40312" 5 0 0 0 0 2
"HGLibB_40313" 3 2 0 6 0 0
"HGLibB_40314" 1 6 0 0 0 0
"HGLibB_40315" 33 0 35 22 0 0
"HGLibB_40316" 20 1 6 6 2 0
"HGLibB_40317" 0 1 0 5 2 4
"HGLibB_40318" 2 4 0 0 0 0
"HGLibB_40319" 0 0 0 0 0 0
"HGLibB_40320" 3 5 2 4 1 0
"HGLibB_40321" 0 6 2 0 0 0
"HGLibB_40322" 0 0 0 0 0 0
"HGLibB_40323" 9 1 0 2 2 1
"HGLibB_40324" 3 0 0 0 0 0
"HGLibB_40325" 10 9 0 0 0 0
"HGLibB_40326" 9 6 0 0 0 0
"HGLibB_40327" 5 6 0 0 0 0
"HGLibB_40328" 0 1 0 0 0 0
"HGLibB_40329" 0 1 0 0 0 0
"HGLibB_40330" 1 6 0 0 0 0
"HGLibB_40331" 8 1 0 0 0 0
"HGLibB_40332" 0 1 0 1 0 0
"HGLibB_40333" 12 0 12 10 0 2
"HGLibB_40334" 1 0 0 0 0 0
"HGLibB_40335" 0 0 0 0 0 0
"HGLibB_40336" 0 0 0 0 0 0
"HGLibB_40337" 0 1 0 3 0 1
"HGLibB_40338" 0 0 0 0 0 0
"HGLibB_40339" 0 1 0 0 0 0
"HGLibB_40340" 3 3 0 0 1 0
"HGLibB_40341" 1 0 0 0 0 0
"HGLibB_40342" 0 0 0 0 0 0
"HGLibB_40343" 0 0 0 0 0 0
"HGLibB_40344" 0 0 0 0 0 0
"HGLibB_40345" 8 1 0 1 3 3
"HGLibB_40346" 5 0 0 0 0 0
"HGLibB_40347" 0 0 0 0 0 0
"HGLibB_40348" 0 1 0 0 0 0
"HGLibB_40349" 0 0 0 0 0 0
"HGLibB_40350" 0 1 0 0 0 0
"HGLibB_40351" 16 24 0 0 0 1
"HGLibB_40352" 11 0 0 0 0 0
"HGLibB_40353" 2 5 0 0 2 3
"HGLibB_40354" 10 19 4 2 0 0
"HGLibB_40355" 1 0 0 0 0 0
"HGLibB_40356" 14 16 3 7 7 2
"HGLibB_40357" 0 6 0 0 0 0
"HGLibB_40358" 1 2 0 0 0 0
"HGLibB_40359" 0 0 0 0 0 0
"HGLibB_40360" 0 0 0 0 0 0
"HGLibB_40361" 2 3 0 2 0 0
"HGLibB_40362" 0 0 0 0 0 0
"HGLibB_40363" 0 3 1 1 0 0
"HGLibB_40364" 14 2 0 0 0 0
"HGLibB_40365" 9 0 18 10 0 0
"HGLibB_40366" 4 1 0 0 0 0
"HGLibB_40367" 0 0 0 0 0 0
"HGLibB_40368" 0 0 0 0 0 0
"HGLibB_40369" 0 0 0 0 0 0
"HGLibB_40370" 0 0 0 0 0 0
"HGLibB_40371" 0 0 0 0 0 0
"HGLibB_40372" 0 0 0 0 0 0
"HGLibB_40373" 0 0 0 0 0 0
"HGLibB_40374" 0 0 0 0 0 0
"HGLibB_40375" 0 0 0 0 0 0
"HGLibB_40376" 11 0 0 0 2 3
"HGLibB_40377" 7 13 0 0 0 0
"HGLibB_40378" 1 4 0 4 2 4
"HGLibB_40379" 0 1 0 7 5 2
"HGLibB_40380" 2 0 0 6 0 1
"HGLibB_40381" 3 1 0 0 0 0
"HGLibB_40382" 0 3 0 1 0 1
"HGLibB_40383" 0 1 3 9 0 0
"HGLibB_40384" 0 0 0 0 0 0
"HGLibB_40385" 1 15 0 0 0 0
"HGLibB_40386" 3 3 0 0 0 0
"HGLibB_40387" 0 6 1 0 2 0
"HGLibB_40388" 0 0 2 3 0 0
"HGLibB_40389" 0 1 0 0 0 0
"HGLibB_40390" 0 0 0 0 0 0
"HGLibB_40391" 5 4 0 0 0 0
"HGLibB_40392" 7 5 0 0 2 0
"HGLibB_40393" 0 0 0 0 0 0
"HGLibB_40394" 0 0 0 0 0 0
"HGLibB_40395" 1 1 0 0 0 0
"HGLibB_40396" 0 1 0 0 0 0
"HGLibB_40397" 3 7 12 7 4 2
"HGLibB_40398" 0 1 0 0 0 0
"HGLibB_40399" 0 0 0 0 0 0
"HGLibB_40400" 2 0 16 14 1 0
"HGLibB_40401" 4 0 0 0 0 0
"HGLibB_40402" 8 1 0 0 0 0
"HGLibB_40403" 3 1 0 0 0 0
"HGLibB_40404" 0 6 0 0 0 1
"HGLibB_40405" 0 0 0 0 0 0
"HGLibB_40406" 2 7 0 0 1 0
"HGLibB_40407" 0 0 1 2 4 1
"HGLibB_40408" 2 0 0 0 0 0
"HGLibB_40409" 0 1 0 0 0 0
"HGLibB_40410" 0 0 0 0 0 0
"HGLibB_40411" 0 0 0 0 0 0
"HGLibB_40412" 5 1 0 0 0 0
"HGLibB_40413" 0 19 0 1 1 2
"HGLibB_40414" 0 7 0 0 0 0
"HGLibB_40415" 0 0 2 0 0 0
"HGLibB_40416" 3 13 0 3 867 907
"HGLibB_40417" 0 5 0 0 0 0
"HGLibB_40418" 4 9 0 1 741 752
"HGLibB_40419" 0 1 0 0 0 0
"HGLibB_40420" 0 0 0 0 0 0
"HGLibB_40421" 17 4 1 0 0 2
"HGLibB_40422" 11 8 0 0 0 0
"HGLibB_40423" 0 0 0 0 0 0
"HGLibB_40424" 3 0 0 0 0 0
"HGLibB_40425" 0 4 0 0 0 0
"HGLibB_40426" 5 2 6 4 0 0
"HGLibB_40427" 0 1 0 1 0 2
"HGLibB_40428" 15 3 0 0 0 0
"HGLibB_40429" 7 7 0 0 0 0
"HGLibB_40430" 8 9 0 0 0 0
"HGLibB_40431" 1 2 0 0 0 0
"HGLibB_40432" 0 0 0 0 0 0
"HGLibB_40433" 0 1 0 0 0 0
"HGLibB_40434" 0 0 0 0 0 0
"HGLibB_40435" 5 0 0 0 0 0
"HGLibB_40436" 0 0 0 0 0 0
"HGLibB_40437" 0 0 0 0 0 0
"HGLibB_40438" 0 0 0 0 0 0
"HGLibB_40439" 0 0 0 0 0 0
"HGLibB_40440" 0 1 1 1 1 3
"HGLibB_40441" 3 0 0 0 0 0
"HGLibB_40442" 0 0 0 0 0 0
"HGLibB_40443" 0 3 0 0 0 0
"HGLibB_40444" 0 0 0 0 0 0
"HGLibB_40445" 1 1 0 0 0 0
"HGLibB_40446" 0 0 0 0 0 0
"HGLibB_40447" 4 0 0 0 0 0
"HGLibB_40448" 2 2 0 0 0 0
"HGLibB_40449" 0 0 0 0 0 0
"HGLibB_40450" 0 0 0 0 0 0
"HGLibB_40451" 13 1 0 0 2 0
"HGLibB_40452" 0 0 0 0 0 0
"HGLibB_40453" 0 0 0 0 0 0
"HGLibB_40454" 0 1 0 4 1 2
"HGLibB_40455" 12 0 0 0 0 0
"HGLibB_40456" 0 0 0 0 0 0
"HGLibB_40457" 1 0 1 1 0 0
"HGLibB_40458" 0 0 0 0 2 1
"HGLibB_40459" 5 7 0 0 0 0
"HGLibB_40460" 0 5 1 3 2 2
"HGLibB_40461" 0 4 0 0 0 0
"HGLibB_40462" 6 9 0 0 0 0
"HGLibB_40463" 1 2 13 7 0 3
"HGLibB_40464" 8 1 18 16 5 2
"HGLibB_40465" 1 1 0 0 0 0
"HGLibB_40466" 1 5 0 0 0 0
"HGLibB_40467" 1 4 0 0 0 1
"HGLibB_40468" 4 3 0 0 0 0
"HGLibB_40469" 0 1 0 0 0 1
"HGLibB_40470" 9 2 0 0 0 0
"HGLibB_40471" 0 0 0 0 0 0
"HGLibB_40472" 0 0 0 0 0 0
"HGLibB_40473" 11 2 1 2 1 2
"HGLibB_40474" 0 0 0 0 0 0
"HGLibB_40475" 0 0 0 1 1 6
"HGLibB_40476" 5 1 0 0 0 0
"HGLibB_40477" 18 1 0 1 0 1
"HGLibB_40478" 1 0 0 0 0 0
"HGLibB_40479" 0 14 0 0 0 0
"HGLibB_40480" 27 0 0 0 0 0
"HGLibB_40481" 0 1 0 0 2 1
"HGLibB_40482" 1 1 0 0 1 1
"HGLibB_40483" 0 0 0 0 0 0
"HGLibB_40484" 3 1 0 0 0 0
"HGLibB_40485" 0 1 0 0 0 0
"HGLibB_40486" 3 0 0 2 1 0
"HGLibB_40487" 2 0 0 0 0 1
"HGLibB_40488" 3 1 0 0 0 2
"HGLibB_40489" 0 8 0 1 3 4
"HGLibB_40490" 1 5 0 0 0 0
"HGLibB_40491" 0 1 0 1 1 1
"HGLibB_40492" 3 4 0 0 0 0
"HGLibB_40493" 0 0 0 0 0 0
"HGLibB_40494" 6 0 0 0 0 0
"HGLibB_40495" 2 1 0 0 0 0
"HGLibB_40496" 1 23 0 0 0 0
"HGLibB_40497" 0 0 0 0 0 0
"HGLibB_40498" 4 1 0 0 0 0
"HGLibB_40499" 3 3 10 9 0 0
"HGLibB_40500" 10 0 0 0 0 0
"HGLibB_40501" 6 0 0 0 0 0
"HGLibB_40502" 2 1 0 0 0 0
"HGLibB_40503" 3 6 2 5 0 1
"HGLibB_40504" 0 0 0 0 0 0
"HGLibB_40505" 0 0 0 0 0 0
"HGLibB_40506" 0 0 0 0 0 0
"HGLibB_40507" 9 0 0 0 0 0
"HGLibB_40508" 0 1 0 0 0 0
"HGLibB_40509" 0 4 0 0 0 0
"HGLibB_40510" 0 0 1 1 3 0
"HGLibB_40511" 1 5 0 0 0 0
"HGLibB_40512" 25 61 14 15 2 0
"HGLibB_40513" 0 0 0 0 0 0
"HGLibB_40514" 2 0 0 0 0 0
"HGLibB_40515" 2 0 0 0 0 0
"HGLibB_40516" 1 21 0 0 2 0
"HGLibB_40517" 0 5 0 0 0 0
"HGLibB_40518" 11 0 0 0 0 0
"HGLibB_40519" 2 0 2 2 5 7
"HGLibB_40520" 0 1 0 0 0 0
"HGLibB_40521" 0 1 3 3 1 1
"HGLibB_40522" 7 0 0 0 2 1
"HGLibB_40523" 2 3 25 15 2 2
"HGLibB_40524" 1 15 0 0 0 0
"HGLibB_40525" 1 0 0 0 0 0
"HGLibB_40526" 1 2 0 0 1 0
"HGLibB_40527" 9 0 3 1 5 2
"HGLibB_40528" 0 0 0 0 0 0
"HGLibB_40529" 0 0 0 0 0 0
"HGLibB_40530" 0 0 0 4 3 1
"HGLibB_40531" 0 1 0 0 0 0
"HGLibB_40532" 0 0 0 0 0 0
"HGLibB_40533" 0 4 0 0 0 0
"HGLibB_40534" 1 11 0 0 0 0
"HGLibB_40535" 1 0 0 0 0 0
"HGLibB_40536" 5 0 0 0 0 0
"HGLibB_40537" 0 4 0 0 0 0
"HGLibB_40538" 0 1 0 0 0 0
"HGLibB_40539" 19 5 81 60 6 5
"HGLibB_40540" 0 0 0 1 0 0
"HGLibB_40541" 1 0 1 0 1 1
"HGLibB_40542" 14 0 0 5 0 0
"HGLibB_40543" 10 5 2 2 1 0
"HGLibB_40544" 9 0 0 0 0 0
"HGLibB_40545" 0 0 0 0 0 0
"HGLibB_40546" 0 0 0 0 0 0
"HGLibB_40547" 1 0 0 0 0 0
"HGLibB_40548" 3 3 0 0 0 0
"HGLibB_40549" 0 0 0 0 0 0
"HGLibB_40550" 0 0 0 0 0 0
"HGLibB_40551" 0 0 0 0 0 0
"HGLibB_40552" 10 4 1 2 0 0
"HGLibB_40553" 1 0 0 0 0 0
"HGLibB_40554" 0 0 5 2 0 0
"HGLibB_40555" 0 4 0 1 0 0
"HGLibB_40556" 1 3 0 0 0 0
"HGLibB_40557" 0 5 0 0 0 0
"HGLibB_40558" 0 1 0 0 0 0
"HGLibB_40559" 0 0 0 0 0 0
"HGLibB_40560" 0 0 0 0 0 0
"HGLibB_40561" 0 0 0 0 0 0
"HGLibB_40562" 0 0 0 0 0 0
"HGLibB_40563" 0 0 0 0 0 0
"HGLibB_40564" 0 0 0 0 0 0
"HGLibB_40565" 0 0 0 0 0 0
"HGLibB_40566" 0 0 0 0 0 0
"HGLibB_40567" 0 0 0 0 0 0
"HGLibB_40568" 0 0 0 0 0 0
"HGLibB_40569" 0 0 0 0 0 0
"HGLibB_40570" 0 0 0 0 0 0
"HGLibB_40571" 0 0 0 0 0 0
"HGLibB_40572" 0 0 0 0 0 0
"HGLibB_40573" 0 0 0 0 0 0
"HGLibB_40574" 4 0 1 0 5 1
"HGLibB_40575" 0 0 0 0 0 0
"HGLibB_40576" 0 0 0 0 0 0
"HGLibB_40577" 0 0 0 0 0 0
"HGLibB_40578" 0 0 4 3 0 0
"HGLibB_40579" 0 0 0 0 0 0
"HGLibB_40580" 11 3 0 0 0 0
"HGLibB_40581" 2 2 1 11 6 6
"HGLibB_40582" 6 3 31 18 5 7
"HGLibB_40583" 4 2 1 0 2 2
"HGLibB_40584" 44 1 1 12 0 0
"HGLibB_40585" 2 0 0 0 0 0
"HGLibB_40586" 0 2 0 0 0 0
"HGLibB_40587" 4 1 0 0 0 0
"HGLibB_40588" 3 1 0 0 0 0
"HGLibB_40589" 0 2 0 0 0 0
"HGLibB_40590" 2 6 0 0 0 0
"HGLibB_40591" 3 2 0 0 0 0
"HGLibB_40592" 0 0 0 0 0 0
"HGLibB_40593" 3 0 0 0 0 0
"HGLibB_40594" 4 0 0 0 0 0
"HGLibB_40595" 0 0 0 0 0 0
"HGLibB_40596" 0 2 0 0 0 0
"HGLibB_40597" 0 1 0 0 0 0
"HGLibB_40598" 10 2 155 122 0 1
"HGLibB_40599" 8 14 0 0 0 0
"HGLibB_40600" 16 8 0 3 0 1
"HGLibB_40601" 0 3 0 0 0 0
"HGLibB_40602" 0 3 15 7 0 0
"HGLibB_40603" 2 0 0 0 0 0
"HGLibB_40604" 2 6 0 0 0 1
"HGLibB_40605" 2 2 0 0 0 0
"HGLibB_40606" 5 0 0 0 1 0
"HGLibB_40607" 1 18 0 1 0 0
"HGLibB_40608" 3 7 0 0 0 0
"HGLibB_40609" 0 0 0 0 0 0
"HGLibB_40610" 0 0 0 0 1 0
"HGLibB_40611" 0 0 0 0 0 0
"HGLibB_40612" 0 4 0 3 5 0
"HGLibB_40613" 0 2 0 1 1 4
"HGLibB_40614" 0 3 0 0 0 0
"HGLibB_40615" 0 0 0 0 0 0
"HGLibB_40616" 4 0 0 0 0 0
"HGLibB_40617" 2 1 0 0 0 0
"HGLibB_40618" 2 0 0 1 0 1
"HGLibB_40619" 3 12 0 0 0 0
"HGLibB_40620" 3 1 5 7 0 0
"HGLibB_40621" 3 1 0 0 0 1
"HGLibB_40622" 4 4 2 11 7 2
"HGLibB_40623" 2 10 0 0 0 0
"HGLibB_40624" 6 1 0 0 0 0
"HGLibB_40625" 0 8 1 0 0 0
"HGLibB_40626" 0 0 6 13 0 0
"HGLibB_40627" 0 0 0 0 0 0
"HGLibB_40628" 5 0 0 0 1 1
"HGLibB_40629" 2 3 0 0 0 0
"HGLibB_40630" 4 1 0 0 0 0
"HGLibB_40631" 0 2 0 0 0 0
"HGLibB_40632" 10 1 0 0 0 0
"HGLibB_40633" 1 2 0 0 0 0
"HGLibB_40634" 0 30 0 0 0 0
"HGLibB_40635" 0 1 0 0 0 0
"HGLibB_40636" 5 1 0 0 0 0
"HGLibB_40637" 0 0 17 12 0 0
"HGLibB_40638" 0 1 0 0 0 1
"HGLibB_40639" 7 0 12 6 0 0
"HGLibB_40640" 0 0 0 1 0 0
"HGLibB_40641" 0 2 0 1 0 0
"HGLibB_40642" 9 0 0 0 0 0
"HGLibB_40643" 7 8 0 0 0 0
"HGLibB_40644" 0 0 0 0 0 0
"HGLibB_40645" 3 4 2 0 0 0
"HGLibB_40646" 1 1 0 0 0 0
"HGLibB_40647" 0 0 0 1 2 0
"HGLibB_40648" 14 20 14 15 0 1
"HGLibB_40649" 0 4 51 42 0 0
"HGLibB_40650" 0 0 0 0 0 0
"HGLibB_40651" 10 8 16 10 0 0
"HGLibB_40652" 0 0 0 0 2 0
"HGLibB_40653" 5 2 0 0 0 0
"HGLibB_40654" 0 0 0 0 0 0
"HGLibB_40655" 0 0 0 0 0 0
"HGLibB_40656" 0 0 0 0 0 0
"HGLibB_40657" 1 0 0 0 1 0
"HGLibB_40658" 10 0 0 0 0 0
"HGLibB_40659" 0 0 0 1 0 1
"HGLibB_40660" 0 0 0 0 0 0
"HGLibB_40661" 0 0 0 0 0 0
"HGLibB_40662" 0 0 0 8 3 5
"HGLibB_40663" 0 1 0 0 0 0
"HGLibB_40664" 5 0 13 21 0 0
"HGLibB_40665" 0 0 0 0 0 0
"HGLibB_40666" 0 2 0 0 0 0
"HGLibB_40667" 3 0 0 1 0 0
"HGLibB_40668" 0 0 0 0 0 0
"HGLibB_40669" 0 0 0 0 0 0
"HGLibB_40670" 2 3 0 0 0 0
"HGLibB_40671" 1 2 13 10 6 0
"HGLibB_40672" 0 0 0 0 0 0
"HGLibB_40673" 2 0 0 1 0 0
"HGLibB_40674" 9 0 0 0 0 0
"HGLibB_40675" 0 1 0 0 0 0
"HGLibB_40676" 8 1 1 1 5 3
"HGLibB_40677" 0 5 0 0 0 0
"HGLibB_40678" 6 3 4 0 0 1
"HGLibB_40679" 0 1 0 0 0 0
"HGLibB_40680" 0 0 0 0 0 0
"HGLibB_40681" 0 6 0 1 0 0
"HGLibB_40682" 7 0 0 0 0 0
"HGLibB_40683" 0 0 0 0 0 0
"HGLibB_40684" 5 0 0 0 0 0
"HGLibB_40685" 0 2 0 0 0 0
"HGLibB_40686" 0 3 0 1 1 0
"HGLibB_40687" 2 0 1 0 2 0
"HGLibB_40688" 1 0 0 0 0 0
"HGLibB_40689" 0 0 0 0 0 0
"HGLibB_40690" 5 22 0 0 0 0
"HGLibB_40691" 0 15 0 0 0 0
"HGLibB_40692" 0 1 0 0 0 0
"HGLibB_40693" 1 5 0 3 3 2
"HGLibB_40694" 2 0 0 1 0 0
"HGLibB_40695" 1 4 1 0 0 0
"HGLibB_40696" 0 0 0 0 0 0
"HGLibB_40697" 0 0 0 0 0 0
"HGLibB_40698" 6 0 0 0 1 1
"HGLibB_40699" 0 0 0 0 0 0
"HGLibB_40700" 0 0 0 0 0 0
"HGLibB_40701" 3 1 0 0 0 0
"HGLibB_40702" 0 5 0 0 0 0
"HGLibB_40703" 0 0 7 7 0 0
"HGLibB_40704" 0 0 18 14 1 1
"HGLibB_40705" 6 0 0 0 0 0
"HGLibB_40706" 2 6 16 9 0 2
"HGLibB_40707" 0 0 0 0 0 0
"HGLibB_40708" 0 0 0 0 0 0
"HGLibB_40709" 0 6 0 0 0 0
"HGLibB_40710" 0 0 0 0 0 0
"HGLibB_40711" 0 0 0 0 0 0
"HGLibB_40712" 4 3 0 0 0 0
"HGLibB_40713" 4 3 0 0 0 0
"HGLibB_40714" 0 0 0 0 0 0
"HGLibB_40715" 5 0 0 0 0 0
"HGLibB_40716" 0 3 0 0 0 0
"HGLibB_40717" 0 0 91 83 0 1
"HGLibB_40718" 11 1 0 0 0 0
"HGLibB_40719" 1 11 0 0 0 0
"HGLibB_40720" 0 2 0 0 758 774
"HGLibB_40721" 0 0 0 0 0 0
"HGLibB_40722" 11 8 5 6 0 0
"HGLibB_40723" 19 2 0 1 0 2
"HGLibB_40724" 9 0 1 6 8 6
"HGLibB_40725" 2 4 0 3 0 1
"HGLibB_40726" 6 16 0 4 3 1
"HGLibB_40727" 0 1 4 6 15 37
"HGLibB_40728" 0 1 0 0 0 0
"HGLibB_40729" 0 0 0 0 1 0
"HGLibB_40730" 3 0 0 0 0 0
"HGLibB_40731" 0 0 6 1 0 0
"HGLibB_40732" 0 1 0 1 0 0
"HGLibB_40733" 0 0 0 0 0 0
"HGLibB_40734" 0 0 1 0 0 0
"HGLibB_40735" 2 9 0 2 3 2
"HGLibB_40736" 0 2 0 0 0 0
